logFC,logCPM,PValue,FDR,,
BJP76_RS08645,-1.051584738,8.761398853,0.000252913,0.000734047,
BJP76_RS16115,-1.051938451,7.009599479,2.48E-08,1.61E-07,
BJP76_RS05045,-1.052600844,4.945319161,4.09E-06,1.74E-05,
BJP76_RS21410,-1.052811386,7.640317133,4.08E-07,2.09E-06,
BJP76_RS17775,-1.055491948,5.65543402,3.39E-05,0.000119027,
BJP76_RS03575,-1.057203571,10.14680553,0.004644072,0.010000641,
BJP76_RS00260,-1.057734998,5.622715398,0.000520918,0.001406971,
BJP76_RS16860,-1.05876273,4.580484233,0.000341044,0.000959534,
BJP76_RS01145,-1.061022478,6.844464973,4.13E-06,1.76E-05,
BJP76_RS06585,-1.062761541,4.871749921,8.89E-06,3.57E-05,
BJP76_RS00215,-1.063379154,5.706755156,0.000343438,0.000964104,
BJP76_RS01115,-1.063515238,6.51429951,1.07E-05,4.23E-05,
BJP76_RS17975,-1.064168319,7.630310278,0.000168327,0.000507807,
BJP76_RS15190,-1.065378876,6.527493328,1.04E-07,5.85E-07,
BJP76_RS20495,-1.065483268,9.364201019,0.009767956,0.019332696,
BJP76_RS09310,-1.066220542,8.050056878,1.46E-05,5.59E-05,
BJP76_RS10865,-1.067252093,5.460287629,0.004150572,0.009037945,
BJP76_RS16885,-1.068072366,5.703511205,4.62E-06,1.95E-05,
BJP76_RS14345,-1.068712325,5.448487399,0.017193086,0.032057318,
BJP76_RS21205,-1.068787029,3.481424271,0.008701788,0.017423927,
BJP76_RS19150,-1.069592651,6.908034075,0.000281607,0.000808559,
BJP76_RS09855,-1.070247483,2.411465091,0.000931734,0.002388474,
BJP76_RS03595,-1.073178871,4.671256397,4.05E-06,1.73E-05,
BJP76_RS03580,-1.074218252,7.460531153,0.004093732,0.008936902,
BJP76_RS01900,-1.074944353,5.554648735,3.24E-06,1.41E-05,
BJP76_RS04080,-1.074994008,6.695408827,3.79E-07,1.95E-06,
BJP76_RS23020,-1.075138093,6.880345277,1.19E-06,5.59E-06,
BJP76_RS01140,-1.075494965,5.656309004,3.17E-07,1.65E-06,
BJP76_RS20705,-1.075500238,4.739211482,0.000120647,0.000374993,
BJP76_RS08400,-1.076154568,6.871094878,0.00038019,0.001057567,
BJP76_RS20700,-1.077153974,3.294902157,0.001082986,0.002727213,
BJP76_RS14960,-1.079717264,4.963060514,5.79E-05,0.000193183,
BJP76_RS00750,-1.080749722,8.606774964,0.000536284,0.001443919,
BJP76_RS01485,-1.082033807,2.542880048,0.005097712,0.010841184,
BJP76_RS10170,-1.0821285,6.199261493,0.000139512,0.000428752,
BJP76_RS03640,-1.082712848,3.283048872,6.00E-06,2.48E-05,
BJP76_RS05830,-1.083437646,2.962402756,0.00022538,0.000659502,
BJP76_RS14685,-1.083484723,7.198557684,8.50E-07,4.08E-06,
BJP76_RS21885,-1.086520686,7.493496018,2.69E-08,1.74E-07,
BJP76_RS20525,-1.089172537,4.10400434,1.32E-06,6.15E-06,
BJP76_RS18630,-1.090575368,8.014700242,1.51E-06,6.94E-06,
BJP76_RS12820,-1.09129624,4.712347003,2.31E-05,8.45E-05,
BJP76_RS08130,-1.091365297,5.601457842,0.003847821,0.00845612,
BJP76_RS05975,-1.091715446,4.749470264,3.68E-06,1.58E-05,
BJP76_RS11675,-1.092791758,8.240168942,2.91E-07,1.53E-06,
BJP76_RS23150,-1.093018707,3.147829528,0.003811082,0.008379682,
BJP76_RS05190,-1.093787874,9.496805114,1.66E-05,6.25E-05,
BJP76_RS01360,-1.095908784,6.752150387,1.50E-05,5.72E-05,
BJP76_RS24125,-1.098890283,5.941201316,4.66E-05,0.000158019,
BJP76_RS18440,-1.098963326,7.336857197,0.000131703,0.000407091,
BJP76_RS01840,-1.100442178,4.185637808,3.47E-06,1.50E-05,
BJP76_RS22740,-1.100454185,6.036775104,4.23E-06,1.80E-05,
BJP76_RS15660,-1.101794838,7.612141926,3.21E-05,0.00011367,
BJP76_RS21630,-1.102043261,8.278304848,4.47E-05,0.000152579,
BJP76_RS23620,-1.102319785,3.284024092,1.02E-05,4.03E-05,
BJP76_RS03845,-1.103676091,2.945722888,0.001749367,0.004144754,
BJP76_RS08155,-1.103678599,6.059145779,0.003013279,0.006782254,
BJP76_RS11155,-1.104791346,8.095972352,0.001033221,0.002620389,
BJP76_RS11680,-1.106488096,8.087105555,5.82E-07,2.88E-06,
BJP76_RS20790,-1.107139162,3.760751507,1.36E-05,5.26E-05,
BJP76_RS05430,-1.108609524,6.304344349,3.57E-05,0.000124565,
BJP76_RS15400,-1.108676189,8.576954504,0.000173316,0.000519949,
BJP76_RS10980,-1.109794064,6.789144741,2.64E-05,9.55E-05,
BJP76_RS16505,-1.111665155,2.413309102,0.011112173,0.021692299,
BJP76_RS23725,-1.112663045,3.337632015,0.003215316,0.007187869,
BJP76_RS08410,-1.11273991,7.51406231,9.52E-05,0.000304041,
BJP76_RS02980,-1.112934567,4.842706512,3.49E-06,1.50E-05,
BJP76_RS00625,-1.113869292,5.289758719,5.74E-07,2.84E-06,
BJP76_RS09060,-1.114466946,4.940141388,4.74E-06,1.99E-05,
BJP76_RS04705,-1.11481079,4.626483252,9.41E-07,4.48E-06,
BJP76_RS19240,-1.116946722,6.232966743,1.87E-10,1.75E-09,
BJP76_RS15465,-1.117001783,4.147873884,0.001242534,0.003076512,
BJP76_RS11040,-1.117856294,5.656873041,1.42E-05,5.47E-05,
BJP76_RS05175,-1.120068135,10.60802762,0.001932532,0.004540708,
BJP76_RS13525,-1.122582339,4.445020598,4.46E-05,0.000152402,
BJP76_RS10380,-1.123301599,3.594308101,0.000546696,0.001464584,
BJP76_RS00680,-1.123474964,4.629283497,0.031940134,0.05549339,
BJP76_RS23375,-1.126947881,6.337687018,0.000168198,0.000507797,
BJP76_RS07790,-1.130192995,7.427942972,0.000135273,0.000416922,
BJP76_RS06285,-1.132049479,7.152001443,8.95E-09,6.35E-08,
BJP76_RS09285,-1.133544335,11.2157696,0.000913489,0.002345919,
BJP76_RS21425,-1.133552317,8.259142648,2.78E-06,1.22E-05,
BJP76_RS22830,-1.13411804,5.89264228,1.69E-05,6.34E-05,
BJP76_RS01985,-1.134826564,4.041376489,3.11E-05,0.000110154,
BJP76_RS23820,-1.135606356,5.828043209,2.62E-08,1.70E-07,
BJP76_RS05695,-1.136096505,7.052318563,7.33E-06,2.99E-05,
BJP76_RS03860,-1.137324786,6.23512492,1.80E-05,6.70E-05,
BJP76_RS08385,-1.137335558,4.658371121,3.29E-07,1.71E-06,
BJP76_RS14980,-1.139240203,1.712296665,0.004127248,0.009000891,
BJP76_RS20260,-1.140819723,4.476012523,3.00E-05,0.00010668,
BJP76_RS01015,-1.141757308,7.074811816,2.41E-07,1.28E-06,
BJP76_RS16890,-1.142481996,7.781181716,3.20E-06,1.40E-05,
BJP76_RS14245,-1.142555025,7.619893813,0.001281481,0.00316015,
BJP76_RS04000,-1.142883847,6.049788226,1.50E-06,6.91E-06,
BJP76_RS20315,-1.142974618,9.721327433,1.05E-06,4.99E-06,
BJP76_RS02000,-1.143430937,7.308302486,2.21E-06,9.90E-06,
BJP76_RS11350,-1.144442911,6.121531385,1.46E-08,9.92E-08,
BJP76_RS13370,-1.145945734,8.424429891,3.59E-06,1.54E-05,
BJP76_RS20120,-1.146692374,8.057373074,1.12E-05,4.38E-05,
BJP76_RS04125,-1.149083597,4.081638978,2.70E-09,2.08E-08,
BJP76_RS02015,-1.149765445,3.430400341,0.005696923,0.01195516,
BJP76_RS19290,-1.151192418,6.927935792,7.38E-08,4.36E-07,
BJP76_RS22915,-1.15397146,5.203087539,3.34E-05,0.000117546,
BJP76_RS19525,-1.154412598,4.034620289,1.12E-05,4.41E-05,
BJP76_RS20520,-1.157226079,3.998106865,0.000367314,0.001024412,
BJP76_RS23315,-1.158569932,4.960517243,0.019771278,0.036326541,
BJP76_RS06525,-1.15872878,5.286498441,2.99E-10,2.71E-09,
BJP76_RS04650,-1.159654252,8.030936515,6.84E-07,3.34E-06,
BJP76_RS00715,-1.160074279,5.190267043,0.001982393,0.004642574,
BJP76_RS15025,-1.160078696,5.661119468,1.83E-07,9.91E-07,
BJP76_RS06530,-1.161695233,5.534626315,3.12E-09,2.37E-08,
BJP76_RS10370,-1.163968612,2.728519564,5.21E-05,0.000175683,
BJP76_RS12860,-1.16551816,8.444647674,2.16E-09,1.69E-08,
BJP76_RS14480,-1.168635294,5.83941987,0.008763429,0.017522765,
BJP76_RS01415,-1.17351856,3.95781634,1.27E-05,4.91E-05,
BJP76_RS05420,-1.174332664,7.399808043,4.69E-09,3.46E-08,
BJP76_RS03780,-1.182053831,5.468014905,7.44E-07,3.61E-06,
BJP76_RS23870,-1.182576242,5.132109901,9.04E-08,5.19E-07,
BJP76_RS23480,-1.183105434,8.274614495,0.001148959,0.002873068,
BJP76_RS08165,-1.183348479,6.252906906,0.000167827,0.000507036,
BJP76_RS15220,-1.183829419,5.630798376,2.06E-07,1.11E-06,
BJP76_RS20070,-1.184736679,1.975064127,0.005132977,0.010910762,
BJP76_RS20405,-1.18601203,12.102398,9.37E-07,4.46E-06,
BJP76_RS11555,-1.187665731,7.261655911,0.000324452,0.000917423,
BJP76_RS15235,-1.189763392,8.072896369,1.17E-06,5.47E-06,
BJP76_RS04950,-1.189777026,3.679257302,5.04E-06,2.11E-05,
BJP76_RS18445,-1.191415852,6.946408741,1.31E-07,7.26E-07,
BJP76_RS10655,-1.191431073,4.585736388,0.001794248,0.00423672,
BJP76_RS01860,-1.192568133,5.746152976,3.99E-06,1.70E-05,
BJP76_RS15720,-1.193305914,8.91752396,7.75E-05,0.000252612,
BJP76_RS22265,-1.193330981,5.140550869,5.93E-08,3.56E-07,
BJP76_RS11860,-1.193955196,10.41858675,6.97E-05,0.000228445,
BJP76_RS14105,-1.195805809,5.689960444,9.42E-05,0.000301425,
BJP76_RS04030,-1.197114172,4.189744695,1.93E-07,1.04E-06,
BJP76_RS17065,-1.197875085,2.000271396,0.010468523,0.020548257,
BJP76_RS23565,-1.199531339,7.104922823,7.40E-06,3.02E-05,
BJP76_RS01305,-1.200404139,6.94429307,8.98E-08,5.17E-07,
BJP76_RS08790,-1.202177952,3.526327152,2.85E-05,0.000101938,
BJP76_RS23605,-1.205685153,4.765052268,9.38E-09,6.58E-08,
BJP76_RS23450,-1.206508743,5.905645647,0.005172131,0.010977637,
BJP76_RS22835,-1.206986859,5.208003706,6.08E-05,0.000202236,
BJP76_RS06490,-1.212743608,6.094911231,2.28E-08,1.50E-07,
BJP76_RS05965,-1.214604597,7.429741871,4.04E-13,5.73E-12,
BJP76_RS00450,-1.215152461,5.055318052,4.05E-05,0.000139731,
BJP76_RS20310,-1.215639701,9.911010906,5.73E-06,2.37E-05,
BJP76_RS09365,-1.215645127,5.791542429,5.15E-07,2.58E-06,
BJP76_RS11360,-1.215734419,5.370303747,5.54E-06,2.30E-05,
BJP76_RS23225,-1.216000446,4.182664457,1.11E-07,6.24E-07,
BJP76_RS18970,-1.216986129,-0.100286857,0.06849349,0.107584279,
BJP76_RS15930,-1.220135337,5.317641917,2.00E-09,1.58E-08,
BJP76_RS18040,-1.220639875,3.858960496,3.11E-07,1.62E-06,
BJP76_RS16810,-1.221004841,3.934653899,0.000149975,0.000457948,
BJP76_RS22880,-1.221571257,10.15591251,1.40E-08,9.51E-08,
BJP76_RS06910,-1.222788916,6.832802589,3.90E-06,1.67E-05,
BJP76_RS22910,-1.225166436,5.742048988,1.12E-08,7.75E-08,
BJP76_RS14130,-1.225325511,7.494297815,1.48E-05,5.66E-05,
BJP76_RS06580,-1.228332591,4.371049407,3.31E-09,2.50E-08,
BJP76_RS00155,-1.228673841,5.434447759,9.32E-05,0.000298403,
BJP76_RS05050,-1.229861067,5.048546879,0.000390697,0.001082573,
BJP76_RS01500,-1.229883201,3.012880025,0.001374038,0.003351714,
BJP76_RS07475,-1.230387601,5.308334977,8.75E-08,5.07E-07,
BJP76_RS00540,-1.230605568,2.059466038,0.01412614,0.026913221,
BJP76_RS02410,-1.231938808,7.426345225,4.70E-06,1.98E-05,
BJP76_RS12905,-1.23314128,6.372362236,5.53E-10,4.77E-09,
BJP76_RS03040,-1.23511308,4.788199477,6.97E-06,2.85E-05,
BJP76_RS14660,-1.235210612,7.962934562,1.16E-05,4.54E-05,
BJP76_RS13585,-1.23534892,9.989521054,1.16E-07,6.46E-07,
BJP76_RS20650,-1.236489424,6.443235601,1.73E-05,6.49E-05,
BJP76_RS16170,-1.236646681,4.170596985,4.66E-07,2.35E-06,
BJP76_RS19515,-1.241138027,4.031216371,7.53E-08,4.43E-07,
BJP76_RS11075,-1.241872519,5.825951699,1.32E-07,7.33E-07,
BJP76_RS13710,-1.242012302,3.807374177,0.000251421,0.000730708,
BJP76_RS21900,-1.242536957,5.093810358,1.88E-06,8.52E-06,
BJP76_RS18685,-1.242732902,6.224552415,5.04E-06,2.11E-05,
BJP76_RS24185,-1.246673765,-0.613819776,0.214473087,0.284877222,
BJP76_RS10690,-1.247173945,5.202484715,5.19E-07,2.59E-06,
BJP76_RS12890,-1.253409378,2.688301399,0.003196301,0.007156571,
BJP76_RS01110,-1.254792845,5.987512756,8.89E-09,6.31E-08,
BJP76_RS20195,-1.255970164,5.64407057,5.42E-05,0.000182221,
BJP76_RS04025,-1.257304025,3.239933141,5.20E-05,0.000175416,
BJP76_RS19520,-1.258855949,4.977558493,7.23E-09,5.19E-08,
BJP76_RS16820,-1.26007039,1.229490227,0.001425354,0.003451323,
BJP76_RS01895,-1.262564928,5.975108617,3.83E-09,2.86E-08,
BJP76_RS16595,-1.262592799,7.30737298,9.32E-07,4.45E-06,
BJP76_RS23280,-1.263741431,7.591224358,1.41E-05,5.44E-05,
BJP76_RS09330,-1.26607288,6.994706468,4.57E-06,1.93E-05,
BJP76_RS11505,-1.267887304,4.881169445,2.80E-05,0.000100305,
BJP76_RS23660,-1.26950743,8.085415579,8.15E-06,3.29E-05,
BJP76_RS00220,-1.271364943,4.289781009,4.48E-05,0.00015283,
BJP76_RS06855,-1.271935053,3.539089451,0.002834786,0.006427816,
BJP76_RS15240,-1.27194788,7.717646058,3.76E-08,2.33E-07,
BJP76_RS03795,-1.272666285,5.935473658,1.58E-05,6.01E-05,
BJP76_RS08530,-1.273610868,5.912960342,8.21E-07,3.96E-06,
BJP76_RS20305,-1.274019519,7.607633702,1.10E-06,5.17E-06,
BJP76_RS05750,-1.274252572,4.302024683,4.39E-10,3.85E-09,
BJP76_RS05960,-1.275343434,7.469212421,6.05E-07,2.98E-06,
BJP76_RS03660,-1.275799788,3.617663561,4.46E-05,0.000152394,
BJP76_RS06235,-1.276104133,5.01413172,7.04E-06,2.87E-05,
BJP76_RS14745,-1.277777768,1.828394466,0.000989698,0.002520462,
BJP76_RS22825,-1.27827361,4.878386121,9.36E-07,4.46E-06,
BJP76_RS06470,-1.278465795,6.137222914,4.78E-09,3.51E-08,
BJP76_RS08820,-1.278654982,7.779791911,0.000942686,0.002412218,
BJP76_RS20075,-1.285672601,1.264650288,0.035482991,0.060761074,
BJP76_RS01490,-1.285804766,-0.737861911,0.052990491,0.086288434,
BJP76_RS03200,-1.28640441,7.427856392,1.25E-05,4.84E-05,
BJP76_RS21645,-1.286560121,4.795855512,0.000179298,0.00053633,
BJP76_RS04345,-1.28680874,5.308206135,9.99E-06,3.96E-05,
BJP76_RS18145,-1.289034292,4.732631768,0.041966219,0.07020609,
BJP76_RS16995,-1.289575343,5.243126794,2.84E-08,1.82E-07,
BJP76_RS00860,-1.29084983,6.853674059,4.10E-06,1.75E-05,
BJP76_RS04605,-1.291870181,5.741585176,6.34E-08,3.77E-07,
BJP76_RS07975,-1.291881316,5.242361921,3.28E-07,1.70E-06,
BJP76_RS03820,-1.292120841,3.868000019,3.53E-06,1.52E-05,
BJP76_RS15850,-1.292822718,10.08047467,3.70E-05,0.000128681,
BJP76_RS14290,-1.293300423,9.546431782,1.10E-05,4.32E-05,
BJP76_RS16600,-1.297350411,6.178388836,1.02E-05,4.04E-05,
BJP76_RS03180,-1.298449832,5.92565166,5.50E-07,2.73E-06,
BJP76_RS08650,-1.299032205,8.263666175,4.35E-05,0.00014923,
BJP76_RS06275,-1.301041141,7.129309824,3.67E-09,2.75E-08,
BJP76_RS22865,-1.304083988,6.344130477,6.59E-09,4.78E-08,
BJP76_RS05210,-1.304357099,5.361318281,1.83E-07,9.92E-07,
BJP76_RS16965,-1.304416519,7.382736927,0.000648148,0.001714909,
BJP76_RS15195,-1.304530296,7.721689719,3.88E-09,2.90E-08,
BJP76_RS11095,-1.305016454,5.764627404,4.06E-10,3.59E-09,
BJP76_RS01190,-1.30596885,7.566574706,4.72E-05,0.000160015,
BJP76_RS14970,-1.306431069,6.101663726,7.61E-08,4.46E-07,
BJP76_RS08795,-1.30834328,2.618934485,6.28E-05,0.00020775,
BJP76_RS12250,-1.309340958,2.973633088,7.85E-06,3.19E-05,
BJP76_RS10850,-1.31013415,6.639509306,3.14E-07,1.64E-06,
BJP76_RS19675,-1.311164234,7.581174263,6.11E-10,5.24E-09,
BJP76_RS22355,-1.311689416,6.533643412,1.45E-07,7.96E-07,
BJP76_RS09070,-1.313915473,5.142630052,0.00463515,0.009996513,
BJP76_RS21355,-1.3147446,5.244253242,3.82E-08,2.36E-07,
BJP76_RS23880,-1.316078615,4.651804769,2.89E-06,1.27E-05,
BJP76_RS23600,-1.316493232,4.304556693,0.000204951,0.000605518,
BJP76_RS13410,-1.320256695,5.158208635,2.10E-10,1.96E-09,
BJP76_RS16835,-1.322384377,3.704748791,2.32E-06,1.03E-05,
BJP76_RS23610,-1.323610134,2.928405938,3.58E-08,2.23E-07,
BJP76_RS03185,-1.324829704,6.937767613,8.12E-08,4.74E-07,
BJP76_RS21180,-1.328355194,6.942063265,1.10E-06,5.19E-06,
BJP76_RS15145,-1.32923872,4.643614189,2.05E-08,1.36E-07,
BJP76_RS17950,-1.332442619,4.188099165,1.59E-06,7.29E-06,
BJP76_RS08005,-1.332677537,4.076164571,3.82E-09,2.86E-08,
BJP76_RS04280,-1.335074032,10.62200071,0.001095153,0.00275623,
BJP76_RS00390,-1.340005511,7.081931007,0.000333881,0.000942219,
BJP76_RS04465,-1.340126136,5.321249845,1.79E-05,6.69E-05,
BJP76_RS06280,-1.340183147,5.753488485,3.11E-09,2.36E-08,
BJP76_RS22590,-1.340375656,8.994966103,3.03E-05,0.000107397,
BJP76_RS23875,-1.343599934,2.66831588,1.24E-05,4.81E-05,
BJP76_RS15915,-1.347715248,5.71059826,4.13E-05,0.000141735,
BJP76_RS15030,-1.347816268,4.927900334,2.63E-08,1.70E-07,
BJP76_RS08940,-1.34794362,6.032962871,1.48E-09,1.19E-08,
BJP76_RS17120,-1.349979188,5.053151303,4.10E-10,3.62E-09,
BJP76_RS14360,-1.352127369,4.403425354,0.017826963,0.03305207,
BJP76_RS08735,-1.354497888,4.985325235,8.22E-06,3.32E-05,
BJP76_RS01020,-1.355321338,7.801300819,2.84E-10,2.59E-09,
BJP76_RS17995,-1.356494519,7.5887346,6.09E-06,2.51E-05,
BJP76_RS02170,-1.360908285,7.583133822,5.77E-05,0.000192756,
BJP76_RS16760,-1.361717497,9.436520073,5.56E-07,2.75E-06,
BJP76_RS20295,-1.362460954,8.430458358,8.82E-08,5.11E-07,
BJP76_RS21195,-1.364967577,10.05349192,2.16E-05,7.95E-05,
BJP76_RS22860,-1.366860186,7.24001509,1.28E-09,1.04E-08,
BJP76_RS02255,-1.368145404,5.55175569,4.13E-09,3.06E-08,
BJP76_RS04245,-1.368997283,6.047173474,0.001372727,0.003350425,
BJP76_RS15470,-1.370884508,4.215742112,9.31E-09,6.58E-08,
BJP76_RS06645,-1.371010079,5.708978908,2.04E-09,1.61E-08,
BJP76_RS00675,-1.371230019,4.46821771,9.89E-05,0.000314837,
BJP76_RS00535,-1.372558115,1.646637826,0.004018968,0.00881414,
BJP76_RS09265,-1.373780123,7.314132822,0.000129516,0.000400621,
BJP76_RS16200,-1.374089046,4.188534418,1.43E-07,7.84E-07,
BJP76_RS00660,-1.378922096,7.31661993,8.81E-05,0.000284018,
BJP76_RS23145,-1.381087525,5.893420092,8.22E-10,6.90E-09,
BJP76_RS08535,-1.382877007,6.275190776,1.96E-06,8.82E-06,
BJP76_RS21270,-1.383290153,6.512478513,5.94E-08,3.56E-07,
BJP76_RS18005,-1.383471813,6.589136879,2.77E-07,1.46E-06,
BJP76_RS12005,-1.383518082,5.487656176,0.000148914,0.000455033,
BJP76_RS22605,-1.383728631,3.754740195,0.000440375,0.001200793,
BJP76_RS21350,-1.384891259,4.882318318,2.82E-07,1.49E-06,
BJP76_RS22870,-1.385594249,7.859630043,2.93E-10,2.66E-09,
BJP76_RS15640,-1.387863138,5.549231366,2.53E-11,2.76E-10,
BJP76_RS13055,-1.387873463,7.039723219,2.84E-08,1.82E-07,
BJP76_RS03980,-1.388790816,3.438334706,0.000112558,0.00035301,
BJP76_RS13560,-1.389500245,4.157382466,4.61E-07,2.33E-06,
BJP76_RS15925,-1.390447625,5.65628305,4.00E-14,6.82E-13,
BJP76_RS23840,-1.392281019,3.235600078,2.60E-06,1.15E-05,
BJP76_RS13625,-1.395770452,7.841693028,1.23E-13,1.91E-12,
BJP76_RS01845,-1.396305143,5.509246966,2.29E-13,3.39E-12,
BJP76_RS13265,-1.400297805,9.459946604,1.39E-08,9.50E-08,
BJP76_RS01300,-1.402318699,5.250821311,8.00E-06,3.24E-05,
BJP76_RS07980,-1.403271975,4.74561648,1.31E-06,6.08E-06,
BJP76_RS01070,-1.404204514,2.169883311,0.002739413,0.006234676,
BJP76_RS00095,-1.404450435,7.953127879,7.04E-10,5.97E-09,
BJP76_RS17985,-1.405408442,7.898946785,1.37E-06,6.34E-06,
BJP76_RS14365,-1.406197834,2.142465504,0.130444019,0.187518753,
BJP76_RS11500,-1.407299467,5.995774028,9.42E-09,6.58E-08,
BJP76_RS04460,-1.408416448,6.61670812,8.53E-11,8.55E-10,
BJP76_RS21945,-1.412133549,5.691242742,6.87E-06,2.81E-05,
BJP76_RS16675,-1.412201557,7.122476376,7.56E-08,4.44E-07,
BJP76_RS23575,-1.412312318,4.660670565,6.20E-11,6.37E-10,
BJP76_RS11015,-1.412382751,6.955222863,2.77E-06,1.22E-05,
BJP76_RS14110,-1.413106931,7.505763201,3.96E-09,2.95E-08,
BJP76_RS05220,-1.420912967,7.640193346,3.13E-08,1.97E-07,
BJP76_RS14735,-1.426523048,4.225171934,5.14E-07,2.58E-06,
BJP76_RS23615,-1.427393933,3.695515697,2.70E-06,1.19E-05,
BJP76_RS07610,-1.428157128,6.027911366,1.33E-11,1.50E-10,
BJP76_RS11010,-1.430138753,8.480131319,1.59E-06,7.29E-06,
BJP76_RS23265,-1.431578033,5.613827778,1.60E-07,8.75E-07,
BJP76_RS01075,-1.434035417,7.310957918,7.21E-07,3.51E-06,
BJP76_RS12865,-1.436349782,6.455296529,0.000318288,0.000903574,
BJP76_RS08800,-1.437574247,3.687142473,1.77E-09,1.40E-08,
BJP76_RS00740,-1.437957942,9.86462606,0.001222803,0.003034678,
BJP76_RS11875,-1.438843912,9.248572177,1.40E-05,5.41E-05,
BJP76_RS23160,-1.439612184,2.885114953,1.22E-05,4.73E-05,
BJP76_RS21135,-1.441871904,6.025413127,2.03E-07,1.09E-06,
BJP76_RS04240,-1.442303586,3.366419705,0.000151546,0.000462414,
BJP76_RS24030,-1.443229186,3.503173415,6.15E-05,0.000204002,
BJP76_RS05060,-1.444362474,5.981687332,1.47E-08,9.95E-08,
BJP76_RS05275,-1.446625655,6.677645043,2.96E-09,2.25E-08,
BJP76_RS18170,-1.446886222,3.145531852,0.011965191,0.023188313,
BJP76_RS03970,-1.448227284,3.748407136,8.36E-05,0.000271403,
BJP76_RS20955,-1.448997337,5.987041566,4.95E-08,3.01E-07,
BJP76_RS18035,-1.449023418,4.539424295,4.41E-11,4.64E-10,
BJP76_RS00195,-1.450555254,6.210209335,0.026081861,0.046426797,
BJP76_RS18165,-1.451429628,4.430549508,0.001116792,0.002805742,
BJP76_RS23720,-1.453203151,4.942214287,1.61E-10,1.53E-09,
BJP76_RS18225,-1.45501629,0.222489625,0.014728313,0.027973339,
BJP76_RS18785,-1.455432433,2.898732095,0.000159321,0.000484068,
BJP76_RS01475,-1.456316313,5.120346003,1.61E-08,1.07E-07,
BJP76_RS15775,-1.458204166,5.716159013,2.39E-13,3.52E-12,
BJP76_RS05770,-1.4601161,3.895987155,8.11E-09,5.78E-08,
BJP76_RS11270,-1.462457209,3.567303347,6.02E-08,3.59E-07,
BJP76_RS01135,-1.462862547,5.728364439,3.78E-10,3.38E-09,
BJP76_RS02030,-1.466557113,4.906735072,3.85E-05,0.000133221,
BJP76_RS03830,-1.468537987,5.040675151,2.80E-09,2.14E-08,
BJP76_RS17990,-1.469461743,8.842684043,2.07E-06,9.28E-06,
BJP76_RS06020,-1.470274264,2.859730492,0.001590878,0.003807291,
BJP76_RS01105,-1.470471109,6.801986771,3.52E-10,3.15E-09,
BJP76_RS13455,-1.474476788,3.109274281,3.95E-06,1.69E-05,
BJP76_RS17070,-1.476895488,2.89525835,9.57E-07,4.55E-06,
BJP76_RS23240,-1.48084873,5.229157212,9.99E-07,4.74E-06,
BJP76_RS03995,-1.482055292,5.177194046,1.19E-09,9.69E-09,
BJP76_RS23810,-1.483352336,4.709771557,6.61E-07,3.23E-06,
BJP76_RS16535,-1.485086032,7.034116658,2.06E-13,3.12E-12,
